model,concept,condition,prompt,layer,rank,token,logit,margin,matches_final
pythia-410m,landmark_region,peak,A landmark region is,15,1,not,11.245,0.5938,False
pythia-410m,landmark_region,peak,A landmark region is,15,2,nt,10.756,0.5938,False
pythia-410m,landmark_region,peak,A landmark region is,15,3,located,10.42,0.5938,False
pythia-410m,landmark_region,peak,A landmark region is,15,4,also,10.371,0.5938,False
pythia-410m,landmark_region,peak,A landmark region is,16,0,now,15.246,1.6313,False
pythia-410m,landmark_region,peak,A landmark region is,16,1,being,13.615,1.6313,False
pythia-410m,landmark_region,peak,A landmark region is,16,2,the,13.502,1.6313,False
pythia-410m,landmark_region,peak,A landmark region is,16,3,also,12.746,1.6313,False
pythia-410m,landmark_region,peak,A landmark region is,16,4,not,12.733,1.6313,False
pythia-410m,landmark_region,peak,A landmark region is,17,0,being,15.096,1.4091,True
pythia-410m,landmark_region,peak,A landmark region is,17,1,now,13.687,1.4091,True
pythia-410m,landmark_region,peak,A landmark region is,17,2,the,13.418,1.4091,True
pythia-410m,landmark_region,peak,A landmark region is,17,3,becoming,12.86,1.4091,True
pythia-410m,landmark_region,peak,A landmark region is,17,4,,12.678,1.4091,True
pythia-410m,landmark_region,peak,A landmark region is,18,0,being,17.26,2.5167,True
pythia-410m,landmark_region,peak,A landmark region is,18,1,a,14.743,2.5167,True
pythia-410m,landmark_region,peak,A landmark region is,18,2,the,14.725,2.5167,True
pythia-410m,landmark_region,peak,A landmark region is,18,3,now,14.624,2.5167,True
pythia-410m,landmark_region,peak,A landmark region is,18,4,in,13.868,2.5167,True
pythia-410m,landmark_region,peak,A landmark region is,19,0,being,16.221,2.5874,True
pythia-410m,landmark_region,peak,A landmark region is,19,1,the,13.634,2.5874,True
pythia-410m,landmark_region,peak,A landmark region is,19,2,now,13.306,2.5874,True
pythia-410m,landmark_region,peak,A landmark region is,19,3,set,13.289,2.5874,True
pythia-410m,landmark_region,peak,A landmark region is,19,4,becoming,12.778,2.5874,True
pythia-410m,landmark_region,peak,A landmark region is,20,0,being,14.93,1.4874,True
pythia-410m,landmark_region,peak,A landmark region is,20,1,set,13.442,1.4874,True
pythia-410m,landmark_region,peak,A landmark region is,20,2,the,12.744,1.4874,True
pythia-410m,landmark_region,peak,A landmark region is,20,3,now,12.348,1.4874,True
pythia-410m,landmark_region,peak,A landmark region is,20,4,one,11.982,1.4874,True
pythia-410m,landmark_region,peak,A landmark region is,21,0,being,14.322,1.3219,True
pythia-410m,landmark_region,peak,A landmark region is,21,1,set,13.001,1.3219,True
pythia-410m,landmark_region,peak,A landmark region is,21,2,now,12.522,1.3219,True
pythia-410m,landmark_region,peak,A landmark region is,21,3,the,12.493,1.3219,True
pythia-410m,landmark_region,peak,A landmark region is,21,4,under,12.079,1.3219,True
pythia-410m,landmark_region,peak,A landmark region is,22,0,being,15.503,2.6523,True
pythia-410m,landmark_region,peak,A landmark region is,22,1,now,12.851,2.6523,True
pythia-410m,landmark_region,peak,A landmark region is,22,2,under,12.384,2.6523,True
pythia-410m,landmark_region,peak,A landmark region is,22,3,located,12.141,2.6523,True
pythia-410m,landmark_region,peak,A landmark region is,22,4,becoming,12.126,2.6523,True
pythia-410m,landmark_region,peak,A landmark region is,23,0,being,14.725,1.0642,True
pythia-410m,landmark_region,peak,A landmark region is,23,1,now,13.661,1.0642,True
pythia-410m,landmark_region,peak,A landmark region is,23,2,under,13.646,1.0642,True
pythia-410m,landmark_region,peak,A landmark region is,23,3,the,13.384,1.0642,True
pythia-410m,landmark_region,peak,A landmark region is,23,4,emerging,13.181,1.0642,True
pythia-6.9b,skip_link,peak,A skip link is,0,0,maha,8.901,2.0914,False
pythia-6.9b,skip_link,peak,A skip link is,0,1,$[]$,6.81,2.0914,False
pythia-6.9b,skip_link,peak,A skip link is,0,2,cryptocur,6.751,2.0914,False
pythia-6.9b,skip_link,peak,A skip link is,0,3,also,6.299,2.0914,False
pythia-6.9b,skip_link,peak,A skip link is,0,4,practition,6.298,2.0914,False
pythia-6.9b,skip_link,peak,A skip link is,1,0,maha,8.587,0.8961,False
pythia-6.9b,skip_link,peak,A skip link is,1,1,$[]$,7.691,0.8961,False
pythia-6.9b,skip_link,peak,A skip link is,1,2,cryptocur,6.87,0.8961,False
pythia-6.9b,skip_link,peak,A skip link is,1,3,practition,6.231,0.8961,False
pythia-6.9b,skip_link,peak,A skip link is,1,4,supernat,5.801,0.8961,False
pythia-6.9b,skip_link,peak,A skip link is,2,0,$[]$,7.937,0.0493,False
pythia-6.9b,skip_link,peak,A skip link is,2,1,maha,7.887,0.0493,False
pythia-6.9b,skip_link,peak,A skip link is,2,2,cryptocur,6.864,0.0493,False
pythia-6.9b,skip_link,peak,A skip link is,2,3,practition,6.305,0.0493,False
pythia-6.9b,skip_link,peak,A skip link is,2,4,cean,6.236,0.0493,False
pythia-6.9b,skip_link,peak,A skip link is,3,0,maha,7.467,0.0735,False
pythia-6.9b,skip_link,peak,A skip link is,3,1,$[]$,7.394,0.0735,False
pythia-6.9b,skip_link,peak,A skip link is,3,2,cryptocur,7.076,0.0735,False
pythia-6.9b,skip_link,peak,A skip link is,3,3,also,6.2,0.0735,False
pythia-6.9b,skip_link,peak,A skip link is,3,4,nt,5.791,0.0735,False
pythia-6.9b,skip_link,peak,A skip link is,4,0,$[]$,7.462,0.418,False
pythia-6.9b,skip_link,peak,A skip link is,4,1,cryptocur,7.044,0.418,False
pythia-6.9b,skip_link,peak,A skip link is,4,2,nt,6.654,0.418,False
pythia-6.9b,skip_link,peak,A skip link is,4,3,maha,6.651,0.418,False
pythia-6.9b,skip_link,peak,A skip link is,4,4,rá,6.043,0.418,False
pythia-6.9b,skip_link,peak,A skip link is,5,0,cryptocur,6.697,0.2283,False
pythia-6.9b,skip_link,peak,A skip link is,5,1,maha,6.469,0.2283,False
pythia-6.9b,skip_link,peak,A skip link is,5,2,$[]$,6.054,0.2283,False
pythia-6.9b,skip_link,peak,A skip link is,5,3,also,5.94,0.2283,False
pythia-6.9b,skip_link,peak,A skip link is,5,4,nt,5.88,0.2283,False
pythia-6.9b,skip_link,peak,A skip link is,6,0,nt,6.355,0.0459,False
pythia-6.9b,skip_link,peak,A skip link is,6,1,maha,6.309,0.0459,False
pythia-6.9b,skip_link,peak,A skip link is,6,2,defined,6.208,0.0459,False
pythia-6.9b,skip_link,peak,A skip link is,6,3,also,6.065,0.0459,False
pythia-6.9b,skip_link,peak,A skip link is,6,4,usually,6.047,0.0459,False
pythia-6.9b,skip_link,peak,A skip link is,7,0,also,7.272,0.0252,False
pythia-6.9b,skip_link,peak,A skip link is,7,1,generally,7.247,0.0252,False
pythia-6.9b,skip_link,peak,A skip link is,7,2,usually,7.083,0.0252,False
pythia-6.9b,skip_link,peak,A skip link is,7,3,often,6.836,0.0252,False
pythia-6.9b,skip_link,peak,A skip link is,7,4,you,6.831,0.0252,False
pythia-6.9b,skip_link,peak,A skip link is,8,0,generally,8.585,0.1948,False
pythia-6.9b,skip_link,peak,A skip link is,8,1,defined,8.39,0.1948,False
pythia-6.9b,skip_link,peak,A skip link is,8,2,usually,8.332,0.1948,False
pythia-6.9b,skip_link,peak,A skip link is,8,3,also,8.3,0.1948,False
pythia-6.9b,skip_link,peak,A skip link is,8,4,not,8.175,0.1948,False
pythia-6.9b,skip_link,peak,A skip link is,9,0,defined,9.265,0.0922,False
pythia-6.9b,skip_link,peak,A skip link is,9,1,usually,9.172,0.0922,False
pythia-6.9b,skip_link,peak,A skip link is,9,2,typically,9.062,0.0922,False
pythia-6.9b,skip_link,peak,A skip link is,9,3,often,8.768,0.0922,False
pythia-6.9b,skip_link,peak,A skip link is,9,4,generally,8.727,0.0922,False
pythia-6.9b,skip_link,peak,A skip link is,10,0,defined,9.863,0.2287,False
pythia-6.9b,skip_link,peak,A skip link is,10,1,generally,9.634,0.2287,False
pythia-6.9b,skip_link,peak,A skip link is,10,2,typically,9.475,0.2287,False
pythia-6.9b,skip_link,peak,A skip link is,10,3,used,8.971,0.2287,False
pythia-6.9b,skip_link,peak,A skip link is,10,4,usually,8.814,0.2287,False
pythia-6.9b,skip_link,peak,A skip link is,11,0,generally,10.822,0.6713,False
pythia-6.9b,skip_link,peak,A skip link is,11,1,a,10.151,0.6713,False
pythia-6.9b,skip_link,peak,A skip link is,11,2,defined,10.129,0.6713,False
pythia-6.9b,skip_link,peak,A skip link is,11,3,typically,9.919,0.6713,False
pythia-6.9b,skip_link,peak,A skip link is,11,4,an,9.536,0.6713,False
pythia-6.9b,skip_link,peak,A skip link is,12,0,a,10.999,0.5087,True
pythia-6.9b,skip_link,peak,A skip link is,12,1,generally,10.49,0.5087,True
pythia-6.9b,skip_link,peak,A skip link is,12,2,an,10.262,0.5087,True
pythia-6.9b,skip_link,peak,A skip link is,12,3,defined,9.955,0.5087,True
pythia-6.9b,skip_link,peak,A skip link is,12,4,used,9.912,0.5087,True
pythia-6.9b,skip_link,peak,A skip link is,13,0,a,11.06,0.2479,True
pythia-6.9b,skip_link,peak,A skip link is,13,1,an,10.812,0.2479,True
pythia-6.9b,skip_link,peak,A skip link is,13,2,generally,10.61,0.2479,True
pythia-6.9b,skip_link,peak,A skip link is,13,3,used,10.329,0.2479,True
pythia-6.9b,skip_link,peak,A skip link is,13,4,typically,9.991,0.2479,True
pythia-6.9b,skip_link,peak,A skip link is,14,0,a,12.267,0.5037,True
pythia-6.9b,skip_link,peak,A skip link is,14,1,an,11.763,0.5037,True
pythia-6.9b,skip_link,peak,A skip link is,14,2,generally,11.298,0.5037,True
pythia-6.9b,skip_link,peak,A skip link is,14,3,used,11.214,0.5037,True
pythia-6.9b,skip_link,peak,A skip link is,14,4,typically,10.895,0.5037,True
pythia-6.9b,skip_link,peak,A skip link is,15,0,a,13.17,0.8188,True
pythia-6.9b,skip_link,peak,A skip link is,15,1,an,12.351,0.8188,True
pythia-6.9b,skip_link,peak,A skip link is,15,2,the,11.466,0.8188,True
pythia-6.9b,skip_link,peak,A skip link is,15,3,generally,10.906,0.8188,True
pythia-6.9b,skip_link,peak,A skip link is,15,4,used,10.816,0.8188,True
pythia-6.9b,skip_link,peak,A skip link is,16,0,a,13.71,0.8896,True
pythia-6.9b,skip_link,peak,A skip link is,16,1,an,12.82,0.8896,True
pythia-6.9b,skip_link,peak,A skip link is,16,2,the,11.54,0.8896,True
pythia-6.9b,skip_link,peak,A skip link is,16,3,used,10.799,0.8896,True
pythia-6.9b,skip_link,peak,A skip link is,16,4,one,10.79,0.8896,True
pythia-6.9b,skip_link,peak,A skip link is,17,0,a,15.325,1.3411,True
pythia-6.9b,skip_link,peak,A skip link is,17,1,an,13.984,1.3411,True
pythia-6.9b,skip_link,peak,A skip link is,17,2,the,12.949,1.3411,True
pythia-6.9b,skip_link,peak,A skip link is,17,3,in,12.025,1.3411,True
pythia-6.9b,skip_link,peak,A skip link is,17,4,one,12.003,1.3411,True
pythia-6.9b,skip_link,peak,A skip link is,18,0,a,15.23,1.0139,True
pythia-6.9b,skip_link,peak,A skip link is,18,1,an,14.216,1.0139,True
pythia-6.9b,skip_link,peak,A skip link is,18,2,the,12.749,1.0139,True
pythia-6.9b,skip_link,peak,A skip link is,18,3,used,12.005,1.0139,True
pythia-6.9b,skip_link,peak,A skip link is,18,4,one,11.737,1.0139,True
pythia-6.9b,skip_link,peak,A skip link is,19,0,a,15.545,0.9615,True
pythia-6.9b,skip_link,peak,A skip link is,19,1,an,14.584,0.9615,True
pythia-6.9b,skip_link,peak,A skip link is,19,2,the,12.644,0.9615,True
pythia-6.9b,skip_link,peak,A skip link is,19,3,one,11.864,0.9615,True
pythia-6.9b,skip_link,peak,A skip link is,19,4,used,11.849,0.9615,True
pythia-6.9b,skip_link,peak,A skip link is,20,0,a,16.09,0.9177,True
pythia-6.9b,skip_link,peak,A skip link is,20,1,an,15.172,0.9177,True
pythia-6.9b,skip_link,peak,A skip link is,20,2,the,12.784,0.9177,True
pythia-6.9b,skip_link,peak,A skip link is,20,3,one,12.355,0.9177,True
pythia-6.9b,skip_link,peak,A skip link is,20,4,used,12.296,0.9177,True
pythia-6.9b,skip_link,peak,A skip link is,21,0,a,16.714,0.9926,True
pythia-6.9b,skip_link,peak,A skip link is,21,1,an,15.721,0.9926,True
pythia-6.9b,skip_link,peak,A skip link is,21,2,the,13.116,0.9926,True
pythia-6.9b,skip_link,peak,A skip link is,21,3,used,12.916,0.9926,True
pythia-6.9b,skip_link,peak,A skip link is,21,4,one,12.522,0.9926,True
pythia-6.9b,skip_link,peak,A skip link is,22,0,a,16.997,1.0683,True
pythia-6.9b,skip_link,peak,A skip link is,22,1,an,15.929,1.0683,True
pythia-6.9b,skip_link,peak,A skip link is,22,2,used,13.054,1.0683,True
pythia-6.9b,skip_link,peak,A skip link is,22,3,the,13.045,1.0683,True
pythia-6.9b,skip_link,peak,A skip link is,22,4,one,12.418,1.0683,True
pythia-6.9b,skip_link,peak,A skip link is,23,0,a,16.692,0.9553,True
pythia-6.9b,skip_link,peak,A skip link is,23,1,an,15.737,0.9553,True
pythia-6.9b,skip_link,peak,A skip link is,23,2,used,12.878,0.9553,True
pythia-6.9b,skip_link,peak,A skip link is,23,3,the,12.648,0.9553,True
pythia-6.9b,skip_link,peak,A skip link is,23,4,one,12.437,0.9553,True
pythia-6.9b,skip_link,peak,A skip link is,24,0,a,17.127,1.0477,True
pythia-6.9b,skip_link,peak,A skip link is,24,1,an,16.08,1.0477,True
pythia-6.9b,skip_link,peak,A skip link is,24,2,used,12.961,1.0477,True
pythia-6.9b,skip_link,peak,A skip link is,24,3,the,12.641,1.0477,True
pythia-6.9b,skip_link,peak,A skip link is,24,4,one,12.625,1.0477,True
pythia-6.9b,skip_link,peak,A skip link is,25,0,a,17.973,1.5201,True
pythia-6.9b,skip_link,peak,A skip link is,25,1,an,16.453,1.5201,True
pythia-6.9b,skip_link,peak,A skip link is,25,2,used,13.71,1.5201,True
pythia-6.9b,skip_link,peak,A skip link is,25,3,one,13.221,1.5201,True
pythia-6.9b,skip_link,peak,A skip link is,25,4,the,12.966,1.5201,True
pythia-6.9b,skip_link,peak,A skip link is,26,0,a,18.595,1.6427,True
pythia-6.9b,skip_link,peak,A skip link is,26,1,an,16.952,1.6427,True
pythia-6.9b,skip_link,peak,A skip link is,26,2,used,14.474,1.6427,True
pythia-6.9b,skip_link,peak,A skip link is,26,3,one,13.945,1.6427,True
pythia-6.9b,skip_link,peak,A skip link is,26,4,the,13.262,1.6427,True
pythia-6.9b,skip_link,peak,A skip link is,27,0,a,19.311,1.6464,True
pythia-6.9b,skip_link,peak,A skip link is,27,1,an,17.665,1.6464,True
pythia-6.9b,skip_link,peak,A skip link is,27,2,used,14.534,1.6464,True
pythia-6.9b,skip_link,peak,A skip link is,27,3,one,14.071,1.6464,True
pythia-6.9b,skip_link,peak,A skip link is,27,4,the,13.368,1.6464,True
pythia-6.9b,skip_link,peak,A skip link is,28,0,a,19.017,1.7048,True
pythia-6.9b,skip_link,peak,A skip link is,28,1,an,17.312,1.7048,True
pythia-6.9b,skip_link,peak,A skip link is,28,2,used,14.812,1.7048,True
pythia-6.9b,skip_link,peak,A skip link is,28,3,one,14.493,1.7048,True
pythia-6.9b,skip_link,peak,A skip link is,28,4,the,13.766,1.7048,True
pythia-6.9b,skip_link,peak,A skip link is,29,0,a,18.839,1.9337,True
pythia-6.9b,skip_link,peak,A skip link is,29,1,an,16.905,1.9337,True
pythia-6.9b,skip_link,peak,A skip link is,29,2,used,14.668,1.9337,True
pythia-6.9b,skip_link,peak,A skip link is,29,3,one,14.321,1.9337,True
pythia-6.9b,skip_link,peak,A skip link is,29,4,the,13.644,1.9337,True
pythia-6.9b,skip_link,peak,A skip link is,30,0,a,16.299,1.36,True
pythia-6.9b,skip_link,peak,A skip link is,30,1,an,14.939,1.36,True
pythia-6.9b,skip_link,peak,A skip link is,30,2,used,13.713,1.36,True
pythia-6.9b,skip_link,peak,A skip link is,30,3,one,13.061,1.36,True
pythia-6.9b,skip_link,peak,A skip link is,30,4,generally,12.636,1.36,True
pythia-6.9b,skip_link,peak,A skip link is,31,0,a,18.484,1.9807,True
pythia-6.9b,skip_link,peak,A skip link is,31,1,an,16.503,1.9807,True
pythia-6.9b,skip_link,peak,A skip link is,31,2,used,16.092,1.9807,True
pythia-6.9b,skip_link,peak,A skip link is,31,3,typically,15.038,1.9807,True
pythia-6.9b,skip_link,peak,A skip link is,31,4,generally,15.022,1.9807,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,0,0,maha,9.334,2.5351,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,0,1,$[]$,6.798,2.5351,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,0,2,cryptocur,6.796,2.5351,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,0,3,practition,6.284,2.5351,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,0,4,also,6.18,2.5351,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,1,0,maha,8.715,1.2765,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,1,1,$[]$,7.438,1.2765,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,1,2,cryptocur,6.978,1.2765,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,1,3,practition,5.851,1.2765,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,1,4,researc,5.537,1.2765,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,2,0,maha,8.586,1.1312,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,2,1,$[]$,7.455,1.1312,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,2,2,cryptocur,6.902,1.1312,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,2,3,practition,5.781,1.1312,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,2,4,also,5.653,1.1312,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,3,0,maha,8.18,1.023,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,3,1,$[]$,7.157,1.023,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,3,2,cryptocur,7.091,1.023,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,3,3,also,6.333,1.023,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,3,4,nt,5.798,1.023,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,4,0,$[]$,6.869,0.1755,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,4,1,cryptocur,6.693,0.1755,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,4,2,also,6.69,0.1755,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,4,3,maha,6.663,0.1755,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,4,4,nt,6.454,0.1755,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,5,0,also,7.546,0.5789,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,5,1,not,6.967,0.5789,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,5,2,maha,6.591,0.5789,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,5,3,cryptocur,6.531,0.5789,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,5,4,available,6.459,0.5789,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,6,0,also,7.401,0.5031,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,6,1,available,6.898,0.5031,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,6,2,cryptocur,6.454,0.5031,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,6,3,not,6.288,0.5031,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,6,4,maha,6.257,0.5031,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,7,0,also,7.931,0.9756,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,7,1,available,6.955,0.9756,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,7,2,defined,6.927,0.9756,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,7,3,not,6.757,0.9756,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,7,4,often,6.665,0.9756,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,8,0,often,7.826,0.0355,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,8,1,also,7.79,0.0355,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,8,2,not,7.195,0.0355,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,8,3,available,7.15,0.0355,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,8,4,defined,7.084,0.0355,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,9,0,also,8.545,0.2081,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,9,1,often,8.337,0.2081,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,9,2,usually,7.463,0.2081,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,9,3,not,7.414,0.2081,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,9,4,available,7.305,0.2081,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,10,0,also,9.142,0.6187,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,10,1,not,8.524,0.6187,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,10,2,generally,8.41,0.6187,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,10,3,often,8.372,0.6187,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,10,4,commonly,8.08,0.6187,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,11,0,generally,9.38,0.5261,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,11,1,often,8.854,0.5261,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,11,2,also,8.725,0.5261,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,11,3,not,8.492,0.5261,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,11,4,provided,8.478,0.5261,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,12,0,often,9.48,0.0857,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,12,1,a,9.394,0.0857,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,12,2,generally,9.39,0.0857,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,12,3,in,9.33,0.0857,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,12,4,also,9.3,0.0857,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,13,0,key,9.424,0.1024,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,13,1,often,9.321,0.1024,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,13,2,an,9.253,0.1024,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,13,3,generally,9.189,0.1024,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,13,4,not,9.172,0.1024,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,14,0,key,10.03,0.0478,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,14,1,generally,9.982,0.0478,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,14,2,often,9.897,0.0478,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,14,3,a,9.839,0.0478,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,14,4,an,9.827,0.0478,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,15,0,a,11.459,0.4907,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,15,1,the,10.968,0.4907,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,15,2,an,10.926,0.4907,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,15,3,in,10.858,0.4907,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,15,4,,10.779,0.4907,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,16,0,a,10.891,0.012,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,16,1,the,10.879,0.012,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,16,2,an,10.38,0.012,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,16,3,in,10.377,0.012,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,16,4,key,10.351,0.012,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,17,0,a,11.877,0.0038,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,17,1,the,11.873,0.0038,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,17,2,in,11.599,0.0038,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,17,3,an,11.147,0.0038,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,17,4,not,11.131,0.0038,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,18,0,the,12.063,0.1667,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,18,1,a,11.896,0.1667,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,18,2,not,11.807,0.1667,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,18,3,in,11.451,0.1667,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,18,4,an,11.427,0.1667,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,19,0,a,11.955,0.0707,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,19,1,key,11.884,0.0707,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,19,2,not,11.736,0.0707,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,19,3,the,11.51,0.0707,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,19,4,one,11.346,0.0707,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,20,0,a,12.379,0.3684,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,20,1,key,12.01,0.3684,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,20,2,not,11.886,0.3684,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,20,3,the,11.778,0.3684,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,20,4,one,11.716,0.3684,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,21,0,a,13.178,0.2257,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,21,1,key,12.952,0.2257,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,21,2,the,12.487,0.2257,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,21,3,an,12.403,0.2257,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,21,4,one,12.36,0.2257,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,22,0,key,13.184,0.0037,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,22,1,a,13.181,0.0037,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,22,2,the,12.619,0.0037,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,22,3,an,12.508,0.0037,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,22,4,one,12.33,0.0037,False
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,23,0,a,13.761,0.1569,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,23,1,one,13.604,0.1569,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,23,2,key,13.173,0.1569,True
