suite,scale,model,prompt_id,prompt_type,template_type,prompt,output,max_tokens,pair_id,concept,polarity,paired_with,expected,accuracy,strict_score,weighted_score,model_key,is_pilot,confirmatory
pythia,12B,pythia-12b,evalp_skip_link_primary_conformant,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as"," having a single focusable element.

A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as having a single focusable element.

A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this",100,skip_link_primary,skip link,conformant,decl_skip_link_001,accessible with respect to bypassing repeated navigation; does not claim a bypass is missing,partial,0,0.5,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_screen_reader_primary_violation,evaluative_paired,neutral_review,"<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not compliant</strong>.</p>

<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as <strong>not compliant</strong>.</p>

<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main",100,screen_reader_primary,screen reader,violation,decl_screen_reader_001,inaccessible because the main content is hidden from screen readers or the accessibility tree,incorrect,0,0.0,pythia-12b,False,True
pythia,12B,pythia-12b,evalp_screen_reader_primary_conformant,evaluative_paired,neutral_review,"<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p><p>If you have any questions, please contact us at <a href=""mailto:accessibility@example.com"">accessibility@example.com</a>.</p></main>

<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as <strong>not accessible</strong",100,screen_reader_primary,screen reader,conformant,decl_screen_reader_001,accessible with respect to screen-reader exposure; does not claim the main content is hidden,incorrect,0,0.0,pythia-12b,False,True
pythia,160M,pythia-160m,evalp_alt_text_primary_violation,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a ""work in progress"" and not a ""work in progress.""</p><p>The code is based on the code shown in the link below.</p><p>The code is based on the code shown in the link below.</p><p>The code is based on the code shown in the link below.</p><p>The code is based on the code shown in the link below.</p><p>The code is based on the code shown in the link below.</",100,alt_text_primary,alt text,violation,decl_alt_text_001,inaccessible because the image is missing an alt attribute or text alternative,incorrect,0,0.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_alt_text_primary_conformant,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a ""dirty"" dish. The code is not a ""dirty"" dish, but a ""dirty"" dish.</p><p>The code is a ""dirty"" dish, but a ""dirty"" dish.</p><p>The code is a ""dirty"" dish, but a ""dirty"" dish.</p><p>The code is a ""dirty"" dish, but a ""dirty"" dish.</p><p>The code is a ""dirty"" dish, but a ""dirty",100,alt_text_primary,alt text,conformant,decl_alt_text_001,accessible with respect to the image; does not invent a missing-alt problem,partial,0,0.5,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_captions_primary_violation,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a ""live"" video. The code is available for download from the following link:</p><p>http://www.youtube.com/watch?v=JZ_0_0_0oQ&feature=related</p><p>The code is available for download from the following link:</p><p>http://www.youtube.com/watch?v=JZ_0_0_0oQ&feature=related</p><p>The code",100,captions_primary,closed captions,violation,decl_captions_001,inaccessible because the video has no captions or equivalent text alternative,incorrect,0,0.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_captions_primary_conformant,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a ""Lecture 4: Cell Division"".</p><p>The code is based on the code shown in the following link:</p><p>http://www.google.com/search?q=cell+division&amp;oq=en&amp;q=cell+division&amp;oq=en&amp;q=cell+division&amp;oq=en&amp;q=cell+division&amp;oq=en&",100,captions_primary,closed captions,conformant,decl_captions_001,accessible with respect to captions; does not claim captions are missing,partial,0,0.5,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_contrast_primary_violation,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a violation of the privacy policy.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is",100,color_contrast_primary,color contrast,violation,decl_color_contrast_001,inaccessible because the text contrast is insufficient,partial,0,0.5,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_contrast_primary_conformant,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a violation of the privacy policy.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is not available for download.</p>
<p>The code is",100,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,accessible with respect to text contrast; does not claim the contrast is insufficient,incorrect,0,0.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_focus_indicator_primary_violation,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a <a href='https://github.com/jonschlinkert/css-accessibility-reviewer'>accessibility review</a>.</p>

<p>The <a href='https://github.com/jonschlinkert/css-accessibility-reviewer'>accessibility review</a> is a <a href='https://github.com/jonschlinkert/css-accessibility-reviewer/issues'>issue</",100,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,inaccessible because keyboard focus has no visible indicator,incorrect,0,0.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_focus_indicator_primary_conformant,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a “public” page.

<div class='buy'>Buy now</div>

<div class='buy'>Buy now</div>

<div class='buy'>Buy now</div>

<div class='buy'>Buy now</div>

<div class='buy'>Buy now</div>

<div class='buy'>Buy now</div>

<div class='buy'>Buy now</div>

<",100,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,accessible with respect to visible keyboard focus; does not claim the indicator is missing,incorrect,0,0.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_keyboard_navigation_primary_violation,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a <a href='http://www.google.com/search?q=first&amp;type=1' target='_blank'>first name</a>.</p>
<p>The <a href='http://www.google.com/search?q=first&amp;type=1' target='_blank'>first name</a> is a search term that is used to search for a particular name. The search term is used to search for a",100,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,inaccessible because positive tabindex values override the natural document order; interactive elements should remain in source order rather than being manually numbered,incorrect,0,0.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_keyboard_navigation_primary_conformant,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as", a <a href='http://www.google.com/search?q=firstname&amp;type=text&amp;q=lastname&amp;q=firstname&amp;type=html&amp;type=text&amp;type=html&amp;type=html&amp;type=html&amp;type=html&amp;type=html&amp;type=html&amp;type=html&amp;type=html&,100,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,"accessible with respect to tab order; native interactive elements need no tabindex and follow First name, Last name, then Submit in document order",partial,0,0.5,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_semantic_html_primary_violation,evaluative_paired,neutral_review,"<div class='heading'>Shipping information</div><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a ""Accessibility Review"" and not as a ""Review.""
</div><p>The following is a list of the most recent versions of the Accessibility Review.
</p><p>The following is a list of the most recent versions of the Accessibility Review.
</p><p>The following is a list of the most recent versions of the Accessibility Review.
</p><p>The following is a list of the most recent versions of the Accessibility Review",100,semantic_html_primary,semantic HTML,violation,decl_semantic_html_001,inaccessible because a visual heading is not marked up as a programmatic heading,incorrect,0,0.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_semantic_html_primary_conformant,evaluative_paired,neutral_review,"<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a ""Not Available"" or ""Not Available"" for the purpose of the review.</p><p>The following code is not available for this review.</p><p>The following code is not available for this review.</p><p>The following code is not available for this review.</p><p>The following code is not available for this review.</p><p>The following code is not available for this review.</p><p>The following code is not available for this review",100,semantic_html_primary,semantic HTML,conformant,decl_semantic_html_001,accessible with respect to heading semantics; does not claim the heading lacks structure,partial,0,0.5,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_skip_link_primary_violation,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as"," accessible.

A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as accessible.

A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no",100,skip_link_primary,skip link,violation,decl_skip_link_001,inaccessible because repeated navigation cannot be bypassed,incorrect,0,0.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_skip_link_primary_conformant,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as"," accessible.

A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as accessible.

A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as",100,skip_link_primary,skip link,conformant,decl_skip_link_001,accessible with respect to bypassing repeated navigation; does not claim a bypass is missing,correct,1,1.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_screen_reader_primary_violation,evaluative_paired,neutral_review,"<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a ""complete"" order.</p></main>
<p>The following code shows the order status:</p>
<pre><code>
<span class=""code"">
<span class=""code"">
<span class=""code"">
<span class=""code"">
<span class=""code"">
<span class=""code"">
<span class=""code"">
<span class=""code"">
<span class=""code"">
<span class=""code"">",100,screen_reader_primary,screen reader,violation,decl_screen_reader_001,inaccessible because the main content is hidden from screen readers or the accessibility tree,incorrect,0,0.0,pythia-160m,False,True
pythia,160M,pythia-160m,evalp_screen_reader_primary_conformant,evaluative_paired,neutral_review,"<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," a ""complete"" order.</p></p></p></div>
<div class=""section"">
<h2>Description</h2>
<p>The order has been shipped.</p>
<p>The order has been shipped.</p>
<p>The order has been shipped.</p>
<p>The order has been shipped.</p>
<p>The order has been shipped.</p>
<p>The order has been shipped",100,screen_reader_primary,screen reader,conformant,decl_screen_reader_001,accessible with respect to screen-reader exposure; does not claim the main content is hidden,partial,0,0.5,pythia-160m,False,True
pythia,1B,pythia-1b,evalp_alt_text_primary_violation,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not",100,alt_text_primary,alt text,violation,decl_alt_text_001,inaccessible because the image is missing an alt attribute or text alternative,partial,0,0.5,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_alt_text_primary_conformant,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>This example is not accessible because it has been marked as ""not accessible"".</p><p>This example is not accessible because it has been marked as ""not accessible"".</p><p>This example is not accessible because it has been marked as ""not accessible"".</p><p>This example is not accessible because it has been marked as ""not accessible"".</p><p>This example is not accessible because it has been marked as",100,alt_text_primary,alt text,conformant,decl_alt_text_001,accessible with respect to the image; does not invent a missing-alt problem,incorrect,0,0.0,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_captions_primary_violation,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>This example is not accessible. Please refer to the example's help page for assistance.

<h2>Lecture 5: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as ""not accessible"".</p><p>This example is not accessible. Please refer to the example's help page for assistance.
",100,captions_primary,closed captions,violation,decl_captions_001,inaccessible because the video has no captions or equivalent text alternative,partial,0,0.5,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_captions_primary_conformant,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not",100,captions_primary,closed captions,conformant,decl_captions_001,accessible with respect to captions; does not claim captions are missing,incorrect,0,0.0,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_contrast_primary_violation,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p>

<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as ""not accessible"".</p>

<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as ""not accessible"".</p",100,color_contrast_primary,color contrast,violation,decl_color_contrast_001,inaccessible because the text contrast is insufficient,partial,0,0.5,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_contrast_primary_conformant,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>If you have any questions, please contact us at accessibility@w3.org.</p>",100,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,accessible with respect to text contrast; does not claim the contrast is insufficient,incorrect,0,0.0,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_focus_indicator_primary_violation,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," 'not accessible'.</p>

<p>This example is not accessible. Please refer to the example's <a href='http://www.w3.org/TR/WCAG20/RDF.html#rdf-accessibility-example'>accessibility specification</a> for more information.</p>

<p>This example is not accessible. Please refer to the example's <a href='http://www.w3.org/TR/",100,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,inaccessible because keyboard focus has no visible indicator,partial,0,0.5,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_focus_indicator_primary_conformant,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," 'not accessible'.</p>

<p>This example is not accessible. Please refer to the example's <a href='http://www.w3.org/TR/SVG11/text.html#Text-Attribute'>Text Attribute</a> for the reason for the failure.

</p>

<p>This example is not accessible. Please refer to the example's <a href='http://www.w3.org/TR/",100,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,accessible with respect to visible keyboard focus; does not claim the indicator is missing,incorrect,0,0.0,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_keyboard_navigation_primary_violation,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p>

<p>This example is not accessible. Please see the example page for more help.</p>

<p>This example is not accessible. Please see the example page for more help.</p>

<p>This example is not accessible. Please see the example page for more help.</p>

<p>This example is not accessible. Please see the example page for more help.</p>

<p>",100,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,inaccessible because positive tabindex values override the natural document order; interactive elements should remain in source order rather than being manually numbered,partial,0,0.5,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_keyboard_navigation_primary_conformant,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p>
",100,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,"accessible with respect to tab order; native interactive elements need no tabindex and follow First name, Last name, then Submit in document order",incorrect,0,0.0,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_semantic_html_primary_violation,evaluative_paired,neutral_review,"<div class='heading'>Shipping information</div><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," 'not accessible'.</p><p>If you have any questions, please contact us at <a href=""mailto:support@example.com"">support@example.com</a>.</p>

<p>This example is provided as a courtesy. It is not an official sample.</p>

<p>This example is provided as a courtesy. It is not an official sample.</p>

<p>This example is provided as a courtesy.",100,semantic_html_primary,semantic HTML,violation,decl_semantic_html_001,inaccessible because a visual heading is not marked up as a programmatic heading,partial,0,0.5,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_semantic_html_primary_conformant,evaluative_paired,neutral_review,"<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>If you have any questions, please contact us at <a href=""mailto:support@example.com"">support@example.com</a>.</p>

<h2>Shipping information</h2><p>Orders ship within two business days.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as ""not accessible"".</p><p>If you have any questions,",100,semantic_html_primary,semantic HTML,conformant,decl_semantic_html_001,accessible with respect to heading semantics; does not claim the heading lacks structure,incorrect,0,0.0,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_skip_link_primary_violation,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. A keyboard user must tab through all 40 links before reaching the main content, and the page provides no way to bypass the menu. Based only on this description, an accessibility reviewer should mark the page as"," ""not accessible.""

The site is a ""no-frills"" site, and the navigation is not very complex. The site is not designed to be used by people with disabilities.

The site is not designed to be used by people with disabilities.

The site is not designed to be used by people with disabilities.

The site is not designed to be used by people with disabilities.

The site is not designed to be used by people with disabilities.
",100,skip_link_primary,skip link,violation,decl_skip_link_001,inaccessible because repeated navigation cannot be bypassed,partial,0,0.5,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_skip_link_primary_conformant,evaluative_paired,neutral_review,"A site repeats a 40-link navigation menu at the top of every page. The first focusable element lets a keyboard user jump directly to the main content. Based only on this description, an accessibility reviewer should mark the page as"," ""not accessible.""

The site is a simple, well-designed, and well-documented site. The site is not a ""how-to"" site. The site is a ""how-to"" site. The site is a ""how-to"" site. The site is a ""how-to"" site. The site is a ""how-to"" site. The site is a ""how-to"" site. The site is a ""how-to"" site.",100,skip_link_primary,skip link,conformant,decl_skip_link_001,accessible with respect to bypassing repeated navigation; does not claim a bypass is missing,incorrect,0,0.0,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_screen_reader_primary_violation,evaluative_paired,neutral_review,"<main aria-hidden='true'><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>If you have any questions, please contact us at <a href=""mailto:contact@accessibility.com"">contact@accessibility.com</a>.</p><p>Thank you for your order.</p><p>Your order has shipped.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as ""not accessible"".</p><p>If you have any questions, please contact us at",100,screen_reader_primary,screen reader,violation,decl_screen_reader_001,inaccessible because the main content is hidden from screen readers or the accessibility tree,partial,0,0.5,pythia-1b,False,True
pythia,1B,pythia-1b,evalp_screen_reader_primary_conformant,evaluative_paired,neutral_review,"<main><h1>Order status</h1><p>Your order has shipped.</p></main><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""Acceptable"".</p><p>If you have any questions, please contact us at <a href=""mailto:support@example.com"">support@example.com</a>.</p>",100,screen_reader_primary,screen reader,conformant,decl_screen_reader_001,accessible with respect to screen-reader exposure; does not claim the main content is hidden,partial,0,0.5,pythia-1b,False,True
pythia,2.8B,pythia-2.8b,evalp_alt_text_primary_violation,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," accessible. The <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <",100,alt_text_primary,alt text,violation,decl_alt_text_001,inaccessible because the image is missing an alt attribute or text alternative,incorrect,0,0.0,pythia-2.8b,True,False
pythia,2.8B,pythia-2.8b,evalp_alt_text_primary_conformant,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," accessible. The <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <code>sink</code> element is not visually hidden, and the <",100,alt_text_primary,alt text,conformant,decl_alt_text_001,accessible with respect to the image; does not invent a missing-alt problem,correct,1,1.0,pythia-2.8b,True,False
pythia,2.8B,pythia-2.8b,evalp_captions_primary_violation,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as", accessible.</p><p>The video is not accessible because it is not labeled with a <code>data-accessibility-label</code> attribute.</p><p>The video is not accessible because it is not labeled with a <code>data-accessibility-label</code> attribute.</p><p>The video is not accessible because it is not labeled with a <code>data-accessibility-label</code> attribute.</p><p>The video is not,100,captions_primary,closed captions,violation,decl_captions_001,inaccessible because the video has no captions or equivalent text alternative,partial,0,0.5,pythia-2.8b,True,False
pythia,2.8B,pythia-2.8b,evalp_captions_primary_conformant,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," accessible.

<h2>Lecture 5: Cell Cycle</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as accessible.

<h2>Lecture 6: Cell Cycle</h2><video src='lecture.mp",100,captions_primary,closed captions,conformant,decl_captions_001,accessible with respect to captions; does not claim captions are missing,correct,1,1.0,pythia-2.8b,True,False
pythia,2.8B,pythia-2.8b,evalp_contrast_primary_violation,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," accessible.</p>

<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as accessible.</p>

<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as accessible.</p>

<p style='color:#",100,color_contrast_primary,color contrast,violation,decl_color_contrast_001,inaccessible because the text contrast is insufficient,incorrect,0,0.0,pythia-2.8b,True,False
pythia,2.8B,pythia-2.8b,evalp_contrast_primary_conformant,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," accessible.</p>

<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as accessible.</p>

<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as accessible.</p>

<p style='color:#",100,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,accessible with respect to text contrast; does not claim the contrast is insufficient,correct,1,1.0,pythia-2.8b,True,False
pythia,2.8B,pythia-2.8b,evalp_focus_indicator_primary_violation,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," accessible.</p>
<p>The <code>buy</code> button is focused when the user clicks it. The <code>buy</code> button is not focused when the user clicks it.</p>
<p>The <code>buy</code> button is focused when the user clicks it. The <code>buy</code> button is not focused when the user clicks it.</p>
<p>The <code>buy</code> button is",100,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,inaccessible because keyboard focus has no visible indicator,incorrect,0,0.0,pythia-2.8b,True,False
pythia,2.8B,pythia-2.8b,evalp_focus_indicator_primary_conformant,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," accessible.</p>
<p>The <code>buy</code> button is focused when the user clicks it. The <code>buy</code> button is not focused when the user clicks it. The <code>buy</code> button is focused when the user clicks it. The <code>buy</code> button is not focused when the user clicks it. The <code>buy</code> button is focused when the user clicks it. The <code>buy",100,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,accessible with respect to visible keyboard focus; does not claim the indicator is missing,correct,1,1.0,pythia-2.8b,True,False
